Operation,Data,"Document 1"
Tagger,"Token count (VDG)",0
Tagger,"Token count (VDN)",1
Tagger,"Token count (VDP)",16
Tagger,"Token count (VDZ)",35
Tagger,"Token count (VH)",2
Tagger,"Token count (VHD)",11
Tagger,"Token count (VHG)",1
Tagger,"Token count (VHN)",0
Tagger,"Token count (VHP)",3
Tagger,"Token count (VHZ)",21
Tagger,"Token count (VV)",175
Tagger,"Token count (VVD)",130
Tagger,"Token count (VVG)",141
Tagger,"Token count (VVN)",148
Tagger,"Token count (VVP)",102
Tagger,"Token count (VVZ)",167
Tagger,"Token count (WRB)",0
Tagger,"Token count (XX)",26
Tagger,"Type count ($)",0
Tagger,"Type count (,)",0
Tagger,"Type count (:)",0
Tagger,"Type count (???)",0
Tagger,"Type count (CD)",12
Tagger,"Type count (CO)",11
Tagger,"Type count (DAT)",3
Tagger,"Type count (DT)",12
Tagger,"Type count (DTW)",2
Tagger,"Type count (EX)",1
Tagger,"Type count (FW)",0
Tagger,"Type count (GE)",0
Tagger,"Type count (IN)",43
Tagger,"Type count (JJ)",242
Tagger,"Type count (JJR)",23
Tagger,"Type count (JJS)",14
Tagger,"Type count (LS)",0
Tagger,"Type count (MD)",9
Tagger,"Type count (NN)",560
Tagger,"Type count (NNS)",248
Tagger,"Type count (NP)",379
Tagger,"Type count (NPS)",17
Tagger,"Type count (PDT)",0
Tagger,"Type count (PN)",4
Tagger,"Type count (PP)",8
Tagger,"Type count (PP$)",3
Tagger,"Type count (PWH)",2
Tagger,"Type count (PWS)",6
Tagger,"Type count (QQ)",5
Tagger,"Type count (RB)",108
Tagger,"Type count (RBR)",10
Tagger,"Type count (RBS)",1
Tagger,"Type count (STOP)",0
Tagger,"Type count (SYM)",0
Tagger,"Type count (THAT)",1
Tagger,"Type count (TO)",1
Tagger,"Type count (UH)",0
Tagger,"Type count (VB)",1
Tagger,"Type count (VBD)",2
Tagger,"Type count (VBG)",1
Tagger,"Type count (VBN)",1
Tagger,"Type count (VBP)",1
Tagger,"Type count (VBZ)",1
Tagger,"Type count (VD)",1
Tagger,"Type count (VDD)",1
Tagger,"Type count (VDG)",0
Tagger,"Type count (VDN)",1
Tagger,"Type count (VDP)",1
Tagger,"Type count (VDZ)",1
Tagger,"Type count (VH)",1
Tagger,"Type count (VHD)",1
Tagger,"Type count (VHG)",1
Tagger,"Type count (VHN)",0
Tagger,"Type count (VHP)",1
Tagger,"Type count (VHZ)",1
Tagger,"Type count (VV)",106
Tagger,"Type count (VVD)",89
Tagger,"Type count (VVG)",88
Tagger,"Type count (VVN)",102
Tagger,"Type count (VVP)",62
Tagger,"Type count (VVZ)",109
Tagger,"Type count (WRB)",0
Tagger,"Type count (XX)",1
Errors,"Spelling errors total",122
Errors,"Spelling errors per sentence",0.66
Errors,"Spelling errors per 100 words",1.53
Errors,"ALL errors total",122
Errors,"Total errors per sentence",0.66
Errors,"Total errors per 100 words",1.53
"Lexis: EVP","A1 type count",351
"Lexis: EVP","A2 type count",344
"Lexis: EVP","B1 type count",388
"Lexis: EVP","B2 type count",306
"Lexis: EVP","C1 type count",101
"Lexis: EVP","C2 type count",65
"Lexis: EVP","Known Words type count",0
"Lexis: EVP","Unlisted type count",450
"Lexis: EVP","A1 token count",3759
"Lexis: EVP","A2 token count",1190
"Lexis: EVP","B1 token count",952
"Lexis: EVP","B2 token count",785
"Lexis: EVP","C1 token count",270
"Lexis: EVP","C2 token count",91
"Lexis: EVP","Known Words token count",0
"Lexis: EVP","Unlisted token count",827
"Lexis: EVP","A1 type %",17.51
"Lexis: EVP","A2 type %",17.16
"Lexis: EVP","B1 type %",19.35
"Lexis: EVP","B2 type %",15.26
"Lexis: EVP","C1 type %",5.04
"Lexis: EVP","C2 type %",3.24
"Lexis: EVP","Known Words type %",0.00
"Lexis: EVP","Unlisted type %",22.44
"Lexis: EVP","A1 token %",47.74
"Lexis: EVP","A2 token %",15.11
"Lexis: EVP","B1 token %",12.09
"Lexis: EVP","B2 token %",9.97
"Lexis: EVP","C1 token %",3.43
"Lexis: EVP","C2 token %",1.16
"Lexis: EVP","Known Words token %",0.00
"Lexis: EVP","Unlisted token %",10.50
"Lexis: BC-ES","Coverage %",57.11
"Lexis: BC-ES","Coverage count",4546
"Lexis: BC-ES","Coverage not counted",3414
"Lexis: BC-ES","Token count",7960
"Lexis: BC-ES","Type count",1969
"Lexis: BC-ES",Elements,2172
"Lexis: BC-ES","Total Lexical Frequency Count (tokens)",11006370
"Lexis: BC-ES","Total Lexical Frequency Count (types)",4078234
"Lexis: BC-ES","Mean LFC per token",2421.11
"Lexis: BC-ES","Mean LFC per type",2071.22
"Lexis: BC-ES","Mean LFC per 100 tokens",242111.09
"Lexis: BC-ES","Mean LFC per 100 types",207122.09
"Lexis: BC-ES","50th Percentile (types)",1230
"Lexis: BC-ES","60th Percentile (types)",2150
"Lexis: BC-ES","70th Percentile (types)",3190
"Lexis: BC-ES","80th Percentile (types)",4330
"Lexis: BC-ES","50th Percentile (tokens)",1800
"Lexis: BC-ES","60th Percentile (tokens)",2510
"Lexis: BC-ES","70th Percentile (tokens)",3430
"Lexis: BC-ES","80th Percentile (tokens)",4540
"Lexis: BC-ES","Type count (0-500)",231
"Lexis: BC-ES","Type count (500-1K)",176
"Lexis: BC-ES","Type count (1K-1.5K)",147
"Lexis: BC-ES","Type count (1.5K-2K)",109
"Lexis: BC-ES","Type count (2K-2.5K)",114
"Lexis: BC-ES","Type count (2.5K-3K)",108
"Lexis: BC-ES","Type count (3K-3.5K)",97
"Lexis: BC-ES","Type count (3.5K-4K)",84
"Lexis: BC-ES","Type count (4K-4.5K)",82
"Lexis: BC-ES","Type count (4.5K-5K)",85
"Lexis: BC-ES","Type count (5K-5.5K)",76
"Lexis: BC-ES","Type count (5.5K-6K)",73
"Lexis: BC-ES","Type count (6K-6.5K)",68
"Lexis: BC-ES","Type count (6.5K-7K)",54
"Lexis: BC-ES","Type count (7K-7.5K)",44
"Lexis: BC-ES","Type count (7.5K-8K)",0
"Lexis: BC-ES","Type count (Known Words)",0
"Lexis: BC-ES","Type count (Off-list)",624
"Lexis: BC-ES","Type percent (0-500)",10.64
"Lexis: BC-ES","Type percent (500-1K)",8.10
"Lexis: BC-ES","Type percent (1K-1.5K)",6.77
"Lexis: BC-ES","Type percent (1.5K-2K)",5.02
"Lexis: BC-ES","Type percent (2K-2.5K)",5.25
"Lexis: BC-ES","Type percent (2.5K-3K)",4.97
"Lexis: BC-ES","Type percent (3K-3.5K)",4.47
"Lexis: BC-ES","Type percent (3.5K-4K)",3.87
"Lexis: BC-ES","Type percent (4K-4.5K)",3.78
"Lexis: BC-ES","Type percent (4.5K-5K)",3.91
"Lexis: BC-ES","Type percent (5K-5.5K)",3.50
"Lexis: BC-ES","Type percent (5.5K-6K)",3.36
"Lexis: BC-ES","Type percent (6K-6.5K)",3.13
"Lexis: BC-ES","Type percent (6.5K-7K)",2.49
"Lexis: BC-ES","Type percent (7K-7.5K)",2.03
"Lexis: BC-ES","Type percent (7.5K-8K)",0.00
"Lexis: BC-ES","Type percent (Known Words)",0.00
"Lexis: BC-ES","Type percent (Off-list)",28.73
"Lexis: BC-ES","Token count (0-500)",1023
"Lexis: BC-ES","Token count (500-1K)",553
"Lexis: BC-ES","Token count (1K-1.5K)",426
"Lexis: BC-ES","Token count (1.5K-2K)",378
"Lexis: BC-ES","Token count (2K-2.5K)",347
"Lexis: BC-ES","Token count (2.5K-3K)",267
"Lexis: BC-ES","Token count (3K-3.5K)",262
"Lexis: BC-ES","Token count (3.5K-4K)",148
"Lexis: BC-ES","Token count (4K-4.5K)",212
"Lexis: BC-ES","Token count (4.5K-5K)",199
"Lexis: BC-ES","Token count (5K-5.5K)",210
"Lexis: BC-ES","Token count (5.5K-6K)",181
"Lexis: BC-ES","Token count (6K-6.5K)",155
"Lexis: BC-ES","Token count (6.5K-7K)",98
"Lexis: BC-ES","Token count (7K-7.5K)",87
"Lexis: BC-ES","Token count (7.5K-8K)",0
"Lexis: BC-ES","Token count (Known Words)",0
"Lexis: BC-ES","Token count (Off-list)",3414
"Lexis: BC-ES","Token percent (0-500)",12.85
"Lexis: BC-ES","Token percent (500-1K)",6.95
"Lexis: BC-ES","Token percent (1K-1.5K)",5.35
"Lexis: BC-ES","Token percent (1.5K-2K)",4.75
"Lexis: BC-ES","Token percent (2K-2.5K)",4.36
"Lexis: BC-ES","Token percent (2.5K-3K)",3.35
"Lexis: BC-ES","Token percent (3K-3.5K)",3.29
"Lexis: BC-ES","Token percent (3.5K-4K)",1.86
"Lexis: BC-ES","Token percent (4K-4.5K)",2.66
"Lexis: BC-ES","Token percent (4.5K-5K)",2.50
"Lexis: BC-ES","Token percent (5K-5.5K)",2.64
"Lexis: BC-ES","Token percent (5.5K-6K)",2.27
"Lexis: BC-ES","Token percent (6K-6.5K)",1.95
"Lexis: BC-ES","Token percent (6.5K-7K)",1.23
"Lexis: BC-ES","Token percent (7K-7.5K)",1.09
"Lexis: BC-ES","Token percent (7.5K-8K)",0.00
"Lexis: BC-ES","Token percent (Known Words)",0.00
"Lexis: BC-ES","Token percent (Off-list)",42.89
"Lexis: BNC","Coverage %",94.32
"Lexis: BNC","Coverage count",7508
"Lexis: BNC","Coverage not counted",452
"Lexis: BNC","Token count",7960
"Lexis: BNC","Type count",1969
"Lexis: BNC",Elements,2290
"Lexis: BNC","Total Lexical Frequency Count (tokens)",22018083
"Lexis: BNC","Total Lexical Frequency Count (types)",11604970
"Lexis: BNC","Mean LFC per token",2932.62
"Lexis: BNC","Mean LFC per type",5893.84
"Lexis: BNC","Mean LFC per 100 tokens",293261.63
"Lexis: BNC","Mean LFC per 100 types",589383.95
"Lexis: BNC","50th Percentile (types)",1840
"Lexis: BNC","60th Percentile (types)",2970
"Lexis: BNC","70th Percentile (types)",4580
"Lexis: BNC","80th Percentile (types)",7360
"Lexis: BNC","50th Percentile (tokens)",430
"Lexis: BNC","60th Percentile (tokens)",810
"Lexis: BNC","70th Percentile (tokens)",1620
"Lexis: BNC","80th Percentile (tokens)",3070
"Lexis: BNC","Type count (0-1K)",625
"Lexis: BNC","Type count (1K-2K)",321
"Lexis: BNC","Type count (2K-3K)",201
"Lexis: BNC","Type count (3K-4K)",147
"Lexis: BNC","Type count (4K-5K)",112
"Lexis: BNC","Type count (5K-6K)",88
"Lexis: BNC","Type count (6K-7K)",77
"Lexis: BNC","Type count (7K-8K)",50
"Lexis: BNC","Type count (8K-9K)",41
"Lexis: BNC","Type count (9K-10K)",45
"Lexis: BNC","Type count (10K-20K)",185
"Lexis: BNC","Type count (20K-30K)",51
"Lexis: BNC","Type count (30K-40K)",30
"Lexis: BNC","Type count (40K-50K)",16
"Lexis: BNC","Type count (50K-60K)",10
"Lexis: BNC","Type count (60K-70K)",10
"Lexis: BNC","Type count (70K-80K)",10
"Lexis: BNC","Type count (80K-90K)",5
"Lexis: BNC","Type count (90K-100K)",10
"Lexis: BNC","Type count (100K+)",0
"Lexis: BNC","Type count (Known Words)",0
"Lexis: BNC","Type count (Off-list)",256
"Lexis: BNC","Type percent (0-1K)",27.29
"Lexis: BNC","Type percent (1K-2K)",14.02
"Lexis: BNC","Type percent (2K-3K)",8.78
"Lexis: BNC","Type percent (3K-4K)",6.42
"Lexis: BNC","Type percent (4K-5K)",4.89
"Lexis: BNC","Type percent (5K-6K)",3.84
"Lexis: BNC","Type percent (6K-7K)",3.36
"Lexis: BNC","Type percent (7K-8K)",2.18
"Lexis: BNC","Type percent (8K-9K)",1.79
"Lexis: BNC","Type percent (9K-10K)",1.97
"Lexis: BNC","Type percent (10K-20K)",8.08
"Lexis: BNC","Type percent (20K-30K)",2.23
"Lexis: BNC","Type percent (30K-40K)",1.31
"Lexis: BNC","Type percent (40K-50K)",0.70
"Lexis: BNC","Type percent (50K-60K)",0.44
"Lexis: BNC","Type percent (60K-70K)",0.44
"Lexis: BNC","Type percent (70K-80K)",0.44
"Lexis: BNC","Type percent (80K-90K)",0.22
"Lexis: BNC","Type percent (90K-100K)",0.44
"Lexis: BNC","Type percent (100K+)",0.00
"Lexis: BNC","Type percent (Known Words)",0.00
"Lexis: BNC","Type percent (Off-list)",11.18
"Lexis: BNC","Token count (0-1K)",4738
"Lexis: BNC","Token count (1K-2K)",740
"Lexis: BNC","Token count (2K-3K)",515
"Lexis: BNC","Token count (3K-4K)",322
"Lexis: BNC","Token count (4K-5K)",230
"Lexis: BNC","Token count (5K-6K)",143
"Lexis: BNC","Token count (6K-7K)",110
"Lexis: BNC","Token count (7K-8K)",69
"Lexis: BNC","Token count (8K-9K)",58
"Lexis: BNC","Token count (9K-10K)",72
"Lexis: BNC","Token count (10K-20K)",305
"Lexis: BNC","Token count (20K-30K)",84
"Lexis: BNC","Token count (30K-40K)",35
"Lexis: BNC","Token count (40K-50K)",20
"Lexis: BNC","Token count (50K-60K)",10
"Lexis: BNC","Token count (60K-70K)",13
"Lexis: BNC","Token count (70K-80K)",13
"Lexis: BNC","Token count (80K-90K)",16
"Lexis: BNC","Token count (90K-100K)",15
"Lexis: BNC","Token count (100K+)",0
"Lexis: BNC","Token count (Known Words)",0
"Lexis: BNC","Token count (Off-list)",452
"Lexis: BNC","Token percent (0-1K)",59.52
"Lexis: BNC","Token percent (1K-2K)",9.30
"Lexis: BNC","Token percent (2K-3K)",6.47
"Lexis: BNC","Token percent (3K-4K)",4.05
"Lexis: BNC","Token percent (4K-5K)",2.89
"Lexis: BNC","Token percent (5K-6K)",1.80
"Lexis: BNC","Token percent (6K-7K)",1.38
"Lexis: BNC","Token percent (7K-8K)",0.87
"Lexis: BNC","Token percent (8K-9K)",0.73
"Lexis: BNC","Token percent (9K-10K)",0.90
"Lexis: BNC","Token percent (10K-20K)",3.83
"Lexis: BNC","Token percent (20K-30K)",1.06
"Lexis: BNC","Token percent (30K-40K)",0.44
"Lexis: BNC","Token percent (40K-50K)",0.25
"Lexis: BNC","Token percent (50K-60K)",0.13
"Lexis: BNC","Token percent (60K-70K)",0.16
"Lexis: BNC","Token percent (70K-80K)",0.16
"Lexis: BNC","Token percent (80K-90K)",0.20
"Lexis: BNC","Token percent (90K-100K)",0.19
"Lexis: BNC","Token percent (100K+)",0.00
"Lexis: BNC","Token percent (Known Words)",0.00
"Lexis: BNC","Token percent (Off-list)",5.68
"Lexis: AWL","AWL All Types count",270
"Lexis: AWL","AWL 1 type count",60
"Lexis: AWL","AWL 2 type count",50
"Lexis: AWL","AWL 3 type count",33
"Lexis: AWL","AWL 4 type count",24
"Lexis: AWL","AWL 5 type count",24
"Lexis: AWL","AWL 6 type count",31
"Lexis: AWL","AWL 7 type count",30
"Lexis: AWL","AWL 8 type count",8
"Lexis: AWL","AWL 9 type count",7
"Lexis: AWL","AWL 10 type count",3
"Lexis: AWL","K1 type count",11
"Lexis: AWL","K2 type count",12
"Lexis: AWL","K3 type count",12
"Lexis: AWL","K4 type count",7
"Lexis: AWL","K5 type count",5
"Lexis: AWL","Unlisted type count",1685
"Lexis: AWL","AWL All Tokens count",718
"Lexis: AWL","AWL 1 token count",171
"Lexis: AWL","AWL 2 token count",134
"Lexis: AWL","AWL 3 token count",72
"Lexis: AWL","AWL 4 token count",58
"Lexis: AWL","AWL 5 token count",60
"Lexis: AWL","AWL 6 token count",95
"Lexis: AWL","AWL 7 token count",77
"Lexis: AWL","AWL 8 token count",37
"Lexis: AWL","AWL 9 token count",10
"Lexis: AWL","AWL 10 token count",4
"Lexis: AWL","K1 token count",30
"Lexis: AWL","K2 token count",23
"Lexis: AWL","K3 token count",20
"Lexis: AWL","K4 token count",8
"Lexis: AWL","K5 token count",7
"Lexis: AWL","Unlisted token count",7063
"Lexis: AWL","AWL All Types %",13.49
"Lexis: AWL","AWL 1 type %",3.00
"Lexis: AWL","AWL 2 type %",2.50
"Lexis: AWL","AWL 3 type %",1.65
"Lexis: AWL","AWL 4 type %",1.20
"Lexis: AWL","AWL 5 type %",1.20
"Lexis: AWL","AWL 6 type %",1.55
"Lexis: AWL","AWL 7 type %",1.50
"Lexis: AWL","AWL 8 type %",0.40
"Lexis: AWL","AWL 9 type %",0.35
"Lexis: AWL","AWL 10 type %",0.15
"Lexis: AWL","K1 type %",0.55
"Lexis: AWL","K2 type %",0.60
"Lexis: AWL","K3 type %",0.60
"Lexis: AWL","K4 type %",0.35
"Lexis: AWL","K5 type %",0.25
"Lexis: AWL","Unlisted type %",84.17
"Lexis: AWL","AWL All Tokens %",9.12
"Lexis: AWL","AWL 1 token %",2.17
"Lexis: AWL","AWL 2 token %",1.70
"Lexis: AWL","AWL 3 token %",0.91
"Lexis: AWL","AWL 4 token %",0.74
"Lexis: AWL","AWL 5 token %",0.76
"Lexis: AWL","AWL 6 token %",1.21
"Lexis: AWL","AWL 7 token %",0.98
"Lexis: AWL","AWL 8 token %",0.47
"Lexis: AWL","AWL 9 token %",0.13
"Lexis: AWL","AWL 10 token %",0.05
"Lexis: AWL","K1 token %",0.38
"Lexis: AWL","K2 token %",0.29
"Lexis: AWL","K3 token %",0.25
"Lexis: AWL","K4 token %",0.10
"Lexis: AWL","K5 token %",0.09
"Lexis: AWL","Unlisted token %",89.76
Metadiscourse,"Total type count",73
Metadiscourse,"Total type %",3.70
Metadiscourse,"Announce Goals type count",0
Metadiscourse,"Attitude marker type count",6
Metadiscourse,"Code gloss type count",4
Metadiscourse,"Emphatic type count",7
Metadiscourse,"Endophoric type count",3
Metadiscourse,"Evidential type count",10
Metadiscourse,"Hedge type count",16
Metadiscourse,"Label stage type count",1
Metadiscourse,"Logical connective type count",10
Metadiscourse,"Person marker type count",0
Metadiscourse,"Relational marker type count",6
Metadiscourse,"Sequencing type count",9
Metadiscourse,"Topic shift type count",1
Metadiscourse,"Unlisted type count",1899
Metadiscourse,"Total token count",638
Metadiscourse,"Total token %",8.03
Metadiscourse,"Announce Goals token count",0
Metadiscourse,"Attitude marker token count",34
Metadiscourse,"Code gloss token count",18
Metadiscourse,"Emphatic token count",15
Metadiscourse,"Endophoric token count",4
Metadiscourse,"Evidential token count",22
Metadiscourse,"Hedge token count",63
Metadiscourse,"Label stage token count",1
Metadiscourse,"Logical connective token count",345
Metadiscourse,"Person marker token count",0
Metadiscourse,"Relational marker token count",66
Metadiscourse,"Sequencing token count",68
Metadiscourse,"Topic shift token count",2
Metadiscourse,"Unlisted token count",7306
Metadiscourse,"Announce Goals type %",0.00
Metadiscourse,"Attitude marker type %",0.30
Metadiscourse,"Code gloss type %",0.20
Metadiscourse,"Emphatic type %",0.35
Metadiscourse,"Endophoric type %",0.15
Metadiscourse,"Evidential type %",0.51
Metadiscourse,"Hedge type %",0.81
Metadiscourse,"Label stage type %",0.05
Metadiscourse,"Logical connective type %",0.51
Metadiscourse,"Person marker type %",0.00
Metadiscourse,"Relational marker type %",0.30
Metadiscourse,"Sequencing type %",0.46
Metadiscourse,"Topic shift type %",0.05
Metadiscourse,"Unlisted type %",96.30
Metadiscourse,"Announce Goals token %",0.00
Metadiscourse,"Attitude marker token %",0.43
Metadiscourse,"Code gloss token %",0.23
Metadiscourse,"Emphatic token %",0.19
Metadiscourse,"Endophoric token %",0.05
Metadiscourse,"Evidential token %",0.28
Metadiscourse,"Hedge token %",0.79
Metadiscourse,"Label stage token %",0.01
Metadiscourse,"Logical connective token %",4.34
Metadiscourse,"Person marker token %",0.00
Metadiscourse,"Relational marker token %",0.83
Metadiscourse,"Sequencing token %",0.86
Metadiscourse,"Topic shift token %",0.03
Metadiscourse,"Unlisted token %",91.97
Scorecard,"OVERALL RATING"," "
Scorecard,Percentage,78.67
Scorecard,"Number of metrics used",15
Scorecard,"CEFR level",C2+
Scorecard,"READING METRICS"," "
Scorecard,Statistics,
Scorecard,"Statistics - CEFR level",
Scorecard,"Average Syllables per sentence",75.82
Scorecard,"Average Syllables per sentence - CEFR level",D1
Scorecard,"Average words per sentence",43.26
Scorecard,"Average words per sentence - CEFR level",D1
Scorecard,Readability,
Scorecard,"Readability - CEFR level",
Scorecard,"Flesch Kincaid Reading Ease",14.66
Scorecard,"Flesch Kincaid Reading Ease - CEFR level",D1
Scorecard,"Flesch Kincaid Reading Grade",21.96
Scorecard,"Flesch Kincaid Reading Grade - CEFR level",D1
Scorecard,"Gunning Fog",23.75
Scorecard,"Gunning Fog - CEFR level",D1
Scorecard,"Propositional Density",
Scorecard,"Propositional Density - CEFR level",
Scorecard,"Verbal elements per sentence",3.16
Scorecard,"Verbal elements per sentence - CEFR level","Not calculated"
Scorecard,"Nominal elements per sentence",6.54
Scorecard,"Nominal elements per sentence - CEFR level",C2+
Scorecard,"Lexical Sophistication",
Scorecard,"Lexical Sophistication - CEFR level",
Scorecard,"EVP: % of words (types) at A1 level",31.14
Scorecard,"EVP: % of words (types) at A1 level - CEFR level",C2+
Scorecard,"EVP: % of words (types) at B2 level",12.80
Scorecard,"EVP: % of words (types) at B2 level - CEFR level",C2+
Scorecard,"EVP: % of words (types) at C1 level",3.65
Scorecard,"EVP: % of words (types) at C1 level - CEFR level",C2
Scorecard,"BNC 50th percentile (Types)",877.86
Scorecard,"BNC 50th percentile (Types) - CEFR level",C2+
Scorecard,"BNC 60th percentile (Types)",1540.71
Scorecard,"BNC 60th percentile (Types) - CEFR level",C2
Scorecard,"COCA 50th percentile (Types)",930.71
Scorecard,"COCA 50th percentile (Types) - CEFR level",C2+
Scorecard,"COCA 60th percentile (Types)",1572.86
Scorecard,"COCA 60th percentile (Types) - CEFR level",C2
Scorecard,"Lexical Sophistication (academic)",
Scorecard,"Lexical Sophistication (academic) - CEFR level",
Scorecard,"Academic Word List: % of all AWL words (types) in the text",13.49
Scorecard,"Academic Word List: % of all AWL words (types) in the text - CEFR level",C2+
Scorecard,Metadiscourse,
Scorecard,"Metadiscourse - CEFR level",
Scorecard,"Metadiscourse: % of Logical Connectives (tokens)",4.34
Scorecard,"Metadiscourse: % of Logical Connectives (tokens) - CEFR level",B2
Scorecard,"PARSER SUMMARIES"," "
Scorecard,"Diversity - Lexical Diversity (MTLD)",137.58
Scorecard,"LEXIS: EVP - A1 Type %",31.14
Scorecard,"LEXIS: EVP - B1 Type %",16.17
Scorecard,"LEXIS: EVP - B2 Type %",12.80
Scorecard,"LEXIS: EVP - C1 Type %",3.65
Scorecard,"LEXIS: EVP - A1 Token %",47.75
Scorecard,"LEXIS: EVP - B2 Token %",9.76
Scorecard,"LEXIS: BNC - Mean LFC per 100 types",589383.95
Scorecard,"LEXIS: COCA - Mean LFC per type",5612.65
Scorecard,"LEXIS: AWL - All Types %",13.49
Scorecard,"LEXIS: AWL - AWL 1 Type %",3.00
Scorecard,"LEXIS: AWL - All Tokens %",9.12
Scorecard,"LEXIS: AWL - AWL 1 Tokens %",2.17
