timestamp_iso,workspace_root,scope,file_path,reason
"2026-04-14T21:23:32.4373904+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md","startup read: project learning"
"2026-04-14T21:23:32.4373904+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md","startup read: project journal"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\AGENTS.md","startup read: user-level AGENTS.md"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\AGENTS.md","startup read: repo-level AGENTS.md"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\memories\user-learning.md","startup read: canonical user-learning memory"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\user-learning-mirror.md","startup read: repo user-learning mirror"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md","startup read: project learning"
"2026-05-09T11:16:18.3700332+09:00","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","Microsoft.PowerShell.Core\FileSystem::\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md","startup read: project journal"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","user","C:\Users\d-dobson\.codex\AGENTS.md","startup read"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","repo","\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\AGENTS.md","startup read"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","user","C:\Users\d-dobson\.codex\memories\user-learning.md","startup read"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","repo","\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\user-learning-mirror.md","startup read"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","repo","\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md","startup read"
"2026-05-12T10:32:42.5571163+09:00","//prod-fs-gen01/workfile/04_在宅勤務/★グローバルビジネス推進部（在宅）/ランゲージサービス課/Dobson（在宅）/04. Projects/code/textmaker","repo","\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md","startup read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","user-level","C:\Users\daved\.codex\AGENTS.md","post-sync-read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","repo-level","C:\Dev\Code\textmaker\AGENTS.md","post-sync-read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","user-level","C:\Users\daved\.codex\memories\user-learning.md","post-sync-read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","repo-level","C:\Dev\Code\textmaker\user-learning-mirror.md","post-sync-read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","repo-level","C:\Dev\Code\textmaker\project-learning.md","post-sync-read"
"2026-05-12T14:34:28.2536050+09:00","C:/Dev/Code/textmaker","repo-level","C:\Dev\Code\textmaker\project-journal.md","post-sync-read"
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,user,C:\Users\daved\.codex\AGENTS.md,startup read
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\AGENTS.md,startup read
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,user,C:\Users\daved\.codex\memories\user-learning.md,startup read
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\user-learning-mirror.md,startup read
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\project-learning.md,startup read
2026-05-12T19:02:34.7632916+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\project-journal.md,startup read
"2026-05-12T20:42:19+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\AGENTS.md","startup bootstrap read after context resume"
"2026-05-12T20:42:19+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\AGENTS.md","startup bootstrap read after context resume"
"2026-05-12T20:42:19+09:00","C:\Dev\Code\textmaker","user-memory","C:\Users\daved\.codex\memories\user-learning.md","startup memory read after context resume"
"2026-05-12T20:42:19+09:00","C:\Dev\Code\textmaker","project-memory","C:\Dev\Code\textmaker\project-learning.md","project memory read after context resume"
"2026-05-12T20:42:19+09:00","C:\Dev\Code\textmaker","project-memory","C:\Dev\Code\textmaker\project-journal.md","project journal read after context resume"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\AGENTS.md","startup read for heading tree task"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\AGENTS.md","startup read for heading tree task"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\memories\user-learning.md","startup read for heading tree task"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\user-learning-mirror.md","startup read for heading tree task"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-learning.md","startup read for heading tree task"
"2026-05-13T07:58:09.1554820+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-journal.md","startup read for heading tree task"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\AGENTS.md","startup read: Claude Code first session with shared bootstrap"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\AGENTS.md","startup read: repo-level AGENTS.md"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\memories\user-learning.md","startup read: canonical user-learning memory"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\user-learning-mirror.md","startup read: repo user-learning mirror"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-learning.md","startup read: project learning"
"2026-05-16T09:00:00+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-journal.md","startup read: project journal"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\AGENTS.md","startup read"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\AGENTS.md","startup read"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","user","C:\Users\daved\.codex\memories\user-learning.md","startup read"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\user-learning-mirror.md","startup read"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-learning.md","startup read"
"2026-05-19T09:25:29.8762258+09:00","C:\Dev\Code\textmaker","project","C:\Dev\Code\textmaker\project-journal.md","startup read"
2026-05-20T08:45:37+09:00,c:\Dev\Code\textmaker,project,c:\Dev\Code\textmaker\AGENTS.md,session-start
2026-05-20T08:45:37+09:00,c:\Dev\Code\textmaker,project,c:\Dev\Code\textmaker\project-learning.md,session-start
2026-05-20T08:45:37+09:00,c:\Dev\Code\textmaker,project,c:\Dev\Code\textmaker\project-journal.md,session-start
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,user,C:\Users\d-dobson\.codex\AGENTS.md,startup read: user-level AGENTS.md
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,project,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\\AGENTS.md,startup read: repo-level AGENTS.md
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,user,C:\Users\d-dobson\.codex\memories\user-learning.md,startup read: canonical user-learning memory
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\\user-learning-mirror.md,startup read: repo user-learning mirror
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\\project-learning.md,startup read: project learning
2026-05-21T11:34:03.5839928+09:00,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\workfile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\\project-journal.md,startup read: project journal
2026-05-21T14:27:45.6132447+09:00,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,user,C:\Users\d-dobson\.codex\AGENTS.md,session read: user-level AGENTS.md while locating docx-to-pdf CLI
2026-05-21T14:27:45.6132447+09:00,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,project,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\AGENTS.md,session read: repo-level AGENTS.md while locating docx-to-pdf CLI
2026-05-21T14:27:45.6132447+09:00,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\user-learning-mirror.md,session read: repo user-learning mirror while locating docx-to-pdf CLI
2026-05-21T14:27:45.6132447+09:00,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md,session read: project learning while locating docx-to-pdf CLI
2026-05-21T14:27:45.6132447+09:00,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker,repo,\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md,session read: project journal while locating docx-to-pdf CLI
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\AGENTS.md","startup read: user-level bootstrap instructions"
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\AGENTS.md","startup read: repo bootstrap instructions"
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\memories\user-learning.md","startup read: canonical user memory"
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\user-learning-mirror.md","startup read: repo user mirror"
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md","startup read: repo project memory"
"2026-05-29T10:01:36.0444012+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md","startup read: repo recent journal"
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,user-agents,C:\Users\daved\.codex\AGENTS.md,startup bootstrap read
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,repo-agents,C:\Dev\Code\textmaker\AGENTS.md,startup bootstrap read
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,user-memory,C:\Users\daved\.codex\memories\user-learning.md,startup bootstrap read
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,repo-memory,C:\Dev\Code\textmaker\user-learning-mirror.md,startup bootstrap read
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,repo-memory,C:\Dev\Code\textmaker\project-learning.md,startup bootstrap read
2026-05-31T19:30:29.1503235+09:00,C:\Dev\Code\textmaker,repo-memory,C:\Dev\Code\textmaker\project-journal.md,startup bootstrap read
2026-06-01T01:11:04.2959988+09:00,C:\Dev\Code\textmaker,user,C:\Users\daved\.codex\AGENTS.md,startup instruction read
2026-06-01T01:11:04.2959988+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\AGENTS.md,startup instruction read
2026-06-01T01:11:04.2959988+09:00,C:\Dev\Code\textmaker,user,C:\Users\daved\.codex\memories\user-learning.md,startup memory read
2026-06-01T01:11:04.2959988+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\project-learning.md,startup memory read
2026-06-01T01:11:04.2959988+09:00,C:\Dev\Code\textmaker,project,C:\Dev\Code\textmaker\project-journal.md,startup memory read
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\AGENTS.md","startup read: user-level bootstrap instructions while diagnosing pdf-to-markdown dependency resolution"
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\AGENTS.md","startup read: repo bootstrap instructions while diagnosing pdf-to-markdown dependency resolution"
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\memories\user-learning.md","startup read: canonical user memory while diagnosing pdf-to-markdown dependency resolution"
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\user-learning-mirror.md","startup read: repo user mirror while diagnosing pdf-to-markdown dependency resolution"
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-learning.md","startup read: repo project memory while diagnosing pdf-to-markdown dependency resolution"
"2026-06-01T12:38:01.5695088+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","repo","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker\project-journal.md","startup read: repo recent journal while diagnosing pdf-to-markdown dependency resolution"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","user","C:\Users\daved\.codex\AGENTS.md","startup read"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","repo","c:\Dev\Code\textmaker\AGENTS.md","startup read"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","user","C:\Users\daved\.codex\memories\user-learning.md","startup read"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","repo","c:\Dev\Code\textmaker\user-learning-mirror.md","startup read"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","repo","c:\Dev\Code\textmaker\project-learning.md","startup read"
"2026-06-02T00:00:00+09:00","c:\Dev\Code\textmaker","repo","c:\Dev\Code\textmaker\project-journal.md","startup read"
"2026-06-02T20:52:42.1751633+09:00","C:\Dev\Code\textmaker","startup","%USERPROFILE%\.codex\AGENTS.md; C:\Dev\Code\textmaker\AGENTS.md; %USERPROFILE%\.codex\memories\user-learning.md; C:\Dev\Code\textmaker\project-learning.md; C:\Dev\Code\textmaker\project-journal.md","session startup audit for postprocess regression investigation"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","$env:USERPROFILE\.codex\AGENTS.md","session startup / Phase 3 context refresh"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","C:\Dev\Code\textmaker\AGENTS.md","session startup / Phase 3 context refresh"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","$env:USERPROFILE\.codex\memories\user-learning.md","session startup / Phase 3 context refresh"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","C:\Dev\Code\textmaker\user-learning-mirror.md","session startup / Phase 3 context refresh"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","C:\Dev\Code\textmaker\project-learning.md","session startup / Phase 3 context refresh"
"2026-06-03T09:29:13.7104935+09:00","C:\Dev\Code\textmaker","startup-read","C:\Dev\Code\textmaker\project-journal.md","session startup / Phase 3 context refresh"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","user","%USERPROFILE%\.codex\AGENTS.md","startup read"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","repo","C:\Dev\Code\textmaker\AGENTS.md","startup read"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","user","%USERPROFILE%\.codex\memories\user-learning.md","startup read"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","repo","C:\Dev\Code\textmaker\user-learning-mirror.md","startup read"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","repo","C:\Dev\Code\textmaker\project-learning.md","startup read"
"2026-06-03T15:11:35.3871686+09:00","C:\Dev\Code\textmaker","repo","C:\Dev\Code\textmaker\project-journal.md","startup read"
"2026-06-10T13:53:19.8395739+09:00","\\prod-fs-gen01\WorkFile\04_在宅勤務\★グローバルビジネス推進部（在宅）\ランゲージサービス課\Dobson（在宅）\04. Projects\code\textmaker","user","C:\Users\d-dobson\.codex\AGENTS.md","workspace-switch read: user-level AGENTS.md"
